Validator Name,Validator Address,Stride Delegations,Live Delegations,Delegations Minus Stride,Commission,CEX,Active,Uptime,Governance,Eligibility,Reason,Current Weight,New Weight
KalpaTech,osmovaloper1ehkfl7palwrh6w2hhr2yfrgrq8jetguct4ddyl,32960820166,468547968727,435587148561,5.00%,N,Y,0.999,3/10,N,gov<5/10 (fraction=0.300),0.25%,
FreshSTAKING,osmovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgjp38f93,23925228538,446306354134,422381125596,6.90%,N,Y,0.99,10/10,Y,OK,0.18%,0.70%
[Beehive_Official],osmovaloper1xaunn3pnvnkkue5unpxgucme5n0fqyzxqwfghe,0,419613809127,419613809127,5.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<5/10 (fraction=0.000)",0.00%,
Cypher Core,osmovaloper1pjmngrwcsatsuyy8m3qrunaun67sr9x74vvvdk,31306416066,441305305793,409998889727,10.00%,N,Y,0.952,8/10,Y,OK,0.24%,0.68%
strangelove,osmovaloper1r2u5q6t6w0wssrk6l66n3t2q3dw2uqny4gj2e3,109699718087,489356011667,379656293580,5.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<5/10 (fraction=0.000)",0.83%,
White Marlin Staking,osmovaloper18wkkhsrsw7gwl3z9gn6e25ag3sn0crzp2tp9t0,72030209323,394873536795,322843327472,5.00%,N,Y,0.98,2/10,N,gov<5/10 (fraction=0.200),0.55%,
Silk Nodes,osmovaloper1s29zkm444lr8u4jjfkrycl9wh8gttwfze230hj,26724989324,339146209625,312421220301,5.00%,N,Y,0.99,10/10,Y,OK,0.20%,0.52%
artifact,osmovaloper1rhjvcesshc833dqwdlwskwcjz08gcnxq73dnqc,63121879548,370103122709,306981243161,5.00%,N,Y,0.997,0/10,N,gov<5/10 (fraction=0.000),0.48%,
"PLEASE REDELEGATE, SUNSETTING",osmovaloper10kn8nhlchp3qxdvsvte4zepfkpvlfarp8nk8pf,0,302556500172,302556500172,5.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<5/10 (fraction=0.000)",0.00%,
coinhall.org,osmovaloper1yp8qwkfs964pkg3rge3k6ree2e6lrttgc8aqzn,37033199491,320197508778,283164309287,5.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<5/10 (fraction=0.000)",0.28%,
SmartNodes,osmovaloper16j5hsdrcaa6950ks0rf944rgmncukl74cs7yw6,16289517302,299391680263,283102162961,5.00%,N,Y,0.893,0/10,N,"uptime<95% (u=0.893), gov<5/10 (fraction=0.000)",0.12%,
Simply Staking,osmovaloper1feh2keupglep6mvxf5c96eulh3puujjryj2h8v,47468671515,311092500094,263623828579,5.00%,N,Y,0.996,0/10,N,gov<5/10 (fraction=0.000),0.36%,
Vitwit (Previously Witval),osmovaloper1ddle9tczl87gsvmeva3c48nenyng4n56yscals,44796172582,296350987411,251554814829,5.00%,N,Y,0.993,8/10,Y,OK,0.34%,0.42%
SHUTDOWN_SOON,osmovaloper123nfq6m8f88m4g3sky570unsnk4zng4u6mkmvq,79920444268,297274426283,217353982015,5.00%,N,N,,,N,"inactive, uptime<95% (u=0.000), gov<5/10 (fraction=0.000)",0.61%,
Kintsugi Nodes,osmovaloper1juczud9nep06t0khghvm643hf9usw45r3jxhxn,21889038874,232898154516,211009115642,5.00%,N,Y,0.995,0/10,N,gov<5/10 (fraction=0.000),0.17%,
