chain_id,validator_name,validator_address,current_weight
stargaze-1,moonsoon,starsvaloper1y0k86wx0jpfqs9qcq6alalfwvyackwfqkeqdwh,142
stargaze-1,nysanetwork,starsvaloper1vaj7mt7kcrdxvfcl2ye7c2qwuxxmj9a7w326hx,116
stargaze-1,tuzem,starsvaloper13r4kyxcdwd49xekzvlasp23kt67ju85hauy5gw,114
stargaze-1,easy2stake,starsvaloper12j27sg08nccd22gdp55fl8exarwust33kqjph5,112
stargaze-1,julia,starsvaloper1vd2wr8vm6tqmn9vflue5kf7m9v7ltyye4gwrtp,111
umee-1,stakefish,umeevaloper1tsd7h4erlx9wajg353dwjc56lrvlcnmeghnmk0,1
umee-1,nodesguru,umeevaloper1l4xvfq5uj7624m73nn8j4mgra7xq4cpf08q2xj,1
umee-1,cosmostation,umeevaloper1hn8mjjvgzd07tfhcl8jvux5k72hheg3t2xkhq0,1
umee-1,polkachu,umeevaloper1gp957czryfgyvxwn3tfnyy2f0t9g2p4phlh7lv,0
umee-1,stakin,umeevaloper10nsytn9zmtfnhk37hqfe2h9v599ld3h5zs9fqj,1
umee-1,zerobasevc,umeevaloper1n3mhyp9fvcmuu8l0q8qvjy07x0rql8q4d0h0la,0
umee-1,bharvest,umeevaloper1g7ddsx97qj4tfvm7u22xe5h6y3efdup6spsxnw,643
umee-1,shapeshift,umeevaloper1gvt9l5tshr0fp8ksl2tuem584z69eyvt9m8yh6,570
umee-1,citadelone,umeevaloper148lf9ndu40fmy44ku74v65lqp8mwqej9nz0s54,503
umee-1,kaplatech,umeevaloper1ehkfl7palwrh6w2hhr2yfrgrq8jetgucttvwsj,454
umee-1,huginn,umeevaloper1vr59ktf5yehvxz06qe889sl4eg0dtak8l2yge3,451
umee-1,artemiscloud,umeevaloper13elcqgu20pwrhexsz783jsvrdlf045edw3k8ar,448
umee-1,calista,umeevaloper19za8xxyjqykx5hu34znsq0dj7qcdt3y6r8mg54,439
umee-1,mzonder,umeevaloper1nlsvx2cl4wksknfx9dk7svn0rushylzj4g8l6z,420
umee-1,ushakov,umeevaloper1agzky2ak6xs5vve3c2wzjtqdq7fwadcgjwufc0,419
umee-1,rxpwnz,umeevaloper1spynk5y2wz96dq4z73snpgqhr4l49n4zz660h4,415
umee-1,baryon,umeevaloper1dh7p3dvvjst60h62fymrqdcwx6tmatyyet2zan,414
umee-1,cravingforknowledge,umeevaloper1ztqxj0v9hl8xr0kvqllk3lxtp669cd7jgsyjl9,410
umee-1,stakecito,umeevaloper1qe8uuf5x69c526h4nzxwv4ltftr73v7qj87fd5,411
umee-1,crypto20m,umeevaloper1t3egsnypejx9xv5jcl4jq6hvrz5zwx635d9vn6,407
umee-1,alphabet,umeevaloper1qr97jr05ftqfnly7hegw4q03g3sctzwj34ev2g,407
umee-1,bitszn,umeevaloper1l3ltveezgyctwfflk660qv7gvxz2xp4lr2x064,404
umee-1,tienthuattoan,umeevaloper1ukk6qutqe24hmmwqkumluprms9fu7kannz5gl7,378
umee-1,binaryholdings,umeevaloper1q5z5vdxtvqmf4eq37pm2xnytc69st382cadf0x,362
umee-1,egozit,umeevaloper14jkqgv2qhmjafvg5pynt49uq2ejjelmkj63rz3,364
umee-1,lovd,umeevaloper15kywkhdljlkfvvzwkshnquz2x63nrxewfr4lga,363
umee-1,dsrv,umeevaloper1zttnm2cl60m5ffsrfeqtzkmtvepl4hwn238aym,359
umee-1,qubelabs,umeevaloper1qzulky8hacycvxrz2jcts28zg7nypce88590zp,353
umee-1,bwarelabs,umeevaloper14yth8x4a77q5rytxhv67e43p2hdzyguuwruls8,353
umee-1,oneplus,umeevaloper1pn3sx7778dwvdtrp8djstjwpsjq6cr7d7x4lz6,351
