chain_id,validator_name,validator_address,target_weight
cosmoshub-4,The_Cybernetics,cosmosvaloper18m9wncg0w74vusm4xu0mk6ha2lpdrqq7c9cjq3,179
cosmoshub-4,binancenode,cosmosvaloper18ruzecmqj9pv8ac0gvkgryuc7u004te9rh7w5s,0
cosmoshub-4,colossus,cosmosvaloper18s3k8dt73e28rraqk70u9xwtv9wlav83n5mqjx,0
cosmoshub-4,PRO Delegators,cosmosvaloper18sqvyf4ss84qree7gndph5chmm82fglsqfylwn,458
cosmoshub-4,sg1,cosmosvaloper196ax4vc0lwpxndu9dyhvca7jhxp70rmcvrj90c,0
cosmoshub-4,shapeshiftdao,cosmosvaloper199mlc7fr6ll5t54w7tts7f4s0cvnqgc59nmuxf,0
cosmoshub-4,whispernode,cosmosvaloper19ecn7ljwp6el2pc5lldyauwv05ufwut9mm38r5,0
cosmoshub-4,NodeStake,cosmosvaloper19f0w9svr905fhefusyx4z8sf83j6et0g9l5yhl,328
cosmoshub-4,syncnode,cosmosvaloper19j2hd230c3hw6ds843yu8akc0xgvdvyuz9v02v,0
cosmoshub-4,ECO Stake 🌱 | REStake.app,cosmosvaloper1a37ze3yrr2y9nn98l6frhjskmufvd40cpyd0gq,128
cosmoshub-4,multiplex,cosmosvaloper1a4qlael79p76my9pml6thwhnnzsxyy4ajrvd9s,0
cosmoshub-4,silknodes,cosmosvaloper1aewyh4gtvayx6v7w592jdfylawk4rsu9tfvfgm,0
cosmoshub-4,huginn,cosmosvaloper1am8wmhwta4swx8f4quvffu7hqw48aujwypp0ew,0
cosmoshub-4,gumi,cosmosvaloper1atpewucekh08gc8h4e6jv8fa7p9k84mmwlzqje,0
cosmoshub-4,coinbasecustody,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en,0
cosmoshub-4,dforce,cosmosvaloper1cc99d3xcukhedg4wcw53j7a9q68uza707vpfe7,0
cosmoshub-4,hashquark,cosmosvaloper1cgh5ksjwy2sd407lyre4l3uj2fdrqhpkzp06e6,0
cosmoshub-4,cosmostation,cosmosvaloper1clpqr4nrk4khgkxj78fcwwh6dl3uw4epsluffn,0
cosmoshub-4,coinbasecloud,cosmosvaloper1crqm3598z6qmyn2kkcl9dz7uqs4qdqnr6s8jdn,0
cosmoshub-4,stir,cosmosvaloper1d0aup392g3enru7eash83sedqclaxvp7fzh6gk,0
cosmoshub-4,witval,cosmosvaloper1ddle9tczl87gsvmeva3c48nenyng4n56nghmjk,0
cosmoshub-4,cosmicvalidator,cosmosvaloper1de7qx00pz2j6gn9k88ntxxylelkazfk3g8fgh9,0
cosmoshub-4,easy2stake,cosmosvaloper1e0plfg475phrsvrlzw8gwppeva0zk5yg9fgg8c,0
cosmoshub-4,binaryholdings,cosmosvaloper1e4vye322gkjx8n85jgcclnc7nvdvu82axnr5ll,0
cosmoshub-4,citizencosmos,cosmosvaloper1e859xaue4k2jzqw20cv6l7p3tmc378pc3k8g2u,0
cosmoshub-4,lunamint,cosmosvaloper1ec3p6a75mqwkv33zt543n6cnxqwun37rr5xlqv,0
cosmoshub-4,boubounode,cosmosvaloper1eh5mwu044gd5ntkkc2xgfg8247mgc56fz4sdg3,0
cosmoshub-4,kalpatech,cosmosvaloper1ehkfl7palwrh6w2hhr2yfrgrq8jetgucudztfe,0
cosmoshub-4,commonshub,cosmosvaloper1ehlmvdvgkpfcx8f07l929udjerc9mtyhl07ynp,0
cosmoshub-4,frens,cosmosvaloper1ej2es5fjztqjcd4pwa0zyvaevtjd2y5wxxp9gd,0
cosmoshub-4,stargaze,cosmosvaloper1et77usu8q2hargvyusl4qzryev8x8t9wwqkxfs,0
cosmoshub-4,sikka,cosmosvaloper1ey69r37gfxvxg62sh4r0ktpuc46pzjrm873ae8,0
cosmoshub-4,compass,cosmosvaloper1ff0dw8kawsnxkrgj7p65kvw7jxxakyf8n583gx,0
cosmoshub-4,stakin,cosmosvaloper1fhr7e04ct0zslmkzqt9smakg3sxrdve6ulclj2,0
cosmoshub-4,commercionetwork,cosmosvaloper1fqzqejwkk898fcslw4z4eeqjzesynvrdfr5hte,0
