stride1e54rq3ywpea0d729lgcs8pl5c8r6kkvw2uf3wq, 7500000000000ustrd, 31104000, 93312000
stride1urgv75t627r6m5s4rhnu6je4ea62dvcgaxl5aq, 7500000000000ustrd, 31104000, 93312000
stride1klrj7u3ucn86vdfsmcg34sq84x806fnd5ap3f8, 7500000000000ustrd, 31104000, 93312000
stride1g078jj0ftvqa6t0yexu44wcnhea2m92mjjhyua, 375000000000ustrd, 31104000, 155520000
stride1yfcuyuq45zgcegh9adcc8r2nh0qy0nxfc40xc7, 75000000000ustrd, 15552000, 15552000
stride1c5ek9a5689xu40pc8plyqnk7mjujr322us7ftu, 375000000000ustrd, 31104000, 93312000
stride1mff7wl0axswu63p28jw40m2xp4xpj9u462q68h, 187500000000ustrd, 31104000, 93312000
stride14fuka87sr5znlsfw4wx5377s98q9t506fhzpf0, 500000000000ustrd, 31104000, 93312000
stride10r6tzqpf33jvrjct5j55wqnufdl7wa0gdn7mac, 3750000000000ustrd, 31104000, 93312000
stride1v2f8lfqzmy9qycjyzf4w2myg80w5lx27u2pmxl, 2500000000000ustrd, 31104000, 93312000
stride1z2rh06v0xah2vdhwg3as783zxcvxfv52q7gjk4, 2500000000000ustrd, 31104000, 93312000
stride10rqqutq72r7etwylfp3x0gvgnylql8w425ccsm, 2500000000000ustrd, 31104000, 93312000
stride1n3fvvgtrmvsr43zdenaq50q8uj3tp0738amayv, 1250000000000ustrd, 31104000, 93312000
stride10xamvenqwwuurdhp9nterf8s46ss0670trnxrn, 1000000000000ustrd, 31104000, 93312000
stride1qcjnrwfs4ru295z60y77glu9uhyyl7sjtn59gw, 750000000000ustrd, 31104000, 93312000
stride19cg5rynkw74hm8cu8s2qnzatg4lt9n5aqh6thg, 375000000000ustrd, 31104000, 93312000
stride1fyhsl6gyp5952m0zmyl9hy653dxyjax22lga9x, 250000000000ustrd, 31104000, 93312000
stride1x53t4kgq7hgjhavzmd8t7f7vujr02nevwm8j09, 250000000000ustrd, 31104000, 93312000
stride15yztmd9rnrdfv90jrvsjf56hdh6ttu5gwsm3fm, 250000000000ustrd, 31104000, 93312000
stride1js05ph0r0jvq6yusm84t8j96harlynrgv9z4sv, 250000000000ustrd, 31104000, 93312000
stride1x2kkt7f5qrvktje3j8074ruapfmvtyxtdaet23, 125000000000ustrd, 31104000, 93312000
stride1z02kgpsh7qm24qxy6q3zqpm8vepxlvgtvqdane, 62500000000ustrd, 31104000, 93312000
stride16dtzv29m27sdf3s5r6jfxfyw65xlfvecy2wwmn, 56247500000ustrd, 31104000, 93312000
stride1twtuywgg859w40sh9nrdl9uyzmycs2rmqj8hm0, 943750000000ustrd, 31104000, 93312000
